time (unix)	dt (s)	source (°C)
1616588002.834	0.094	14.1860
1616588013.830	0.092	14.2070
1616588024.824	0.094	14.2270
1616588035.837	0.107	14.2620
1616588046.830	0.093	14.2680
1616588057.817	0.087	14.3060
1616588068.832	0.102	14.3210
1616588079.839	0.107	14.3370
1616588090.840	0.102	14.3740
1616588101.838	0.098	14.3850
1616588112.838	0.108	14.4130
1616588123.840	0.102	14.4350
1616588134.840	0.100	14.4600
1616588145.840	0.110	14.4780
1616588156.815	0.085	14.5090
1616588167.817	0.078	14.5220
1616588178.815	0.076	14.5500
1616588189.833	0.103	14.5750
1616588211.829	0.099	14.6210
1616588222.818	0.076	14.6380
1616588233.855	0.114	14.6620
1616588244.831	0.100	14.6900
1616588255.833	0.094	14.7020
1616588266.830	0.092	14.7310
1616588277.807	0.077	14.7500
1616588288.824	0.087	14.7750
1616588299.830	0.092	14.8020
1616588310.823	0.092	14.8160
1616588321.824	0.087	14.8470
1616588332.829	0.092	14.8620
1616588343.816	0.085	14.8800
1616588354.841	0.104	14.9170
1616588365.823	0.085	14.9220
1616588398.821	0.090	14.9860
1616588409.840	0.099	15.0310
1616588431.823	0.092	15.0600
1616588442.840	0.101	15.0890
1616588453.832	0.092	15.1040
1616588464.842	0.112	15.1310
1616588475.831	0.100	15.1490
1616588486.840	0.103	15.1650
1616588497.822	0.084	15.2050
1616588508.815	0.085	15.2060
1616588519.832	0.093	15.2400
1616588530.846	0.107	15.2630
1616588541.840	0.110	15.2720
1616588552.838	0.108	15.3190
1616588563.824	0.085	15.3210
1616588574.822	0.082	15.3430
1616588585.829	0.099	15.3820
1616588596.813	0.076	15.3810
1616588607.816	0.085	15.4180
1616588618.833	0.095	15.4340
1616588629.837	0.101	15.4450
1616588651.829	0.098	15.4880
1616588662.837	0.100	15.5210
1616588673.815	0.084	15.5490
1616588684.825	0.086	15.5510
1616588695.838	0.101	15.5960
1616588706.809	0.079	15.5960
1616588717.831	0.100	15.6300
1616588728.832	0.093	15.6570
1616588739.863	0.123	15.6570
1616588750.832	0.101	15.7050
1616588761.832	0.094	15.7130
1616588772.838	0.100	15.7220
1616588783.815	0.084	15.7720
1616588794.854	0.116	15.7700
1616588805.832	0.102	15.7920
1616588816.830	0.100	15.8260
1616588827.831	0.092	15.8260
1616588838.817	0.087	15.8690
1616588849.822	0.091	15.8800
1616588871.828	0.090	15.9340
1616588882.822	0.091	15.9380
1616588893.864	0.124	15.9650
1616588904.854	0.114	15.9840
1616588915.822	0.092	15.9990
1616588926.832	0.094	16.0300
1616588937.828	0.090	16.0430
1616588948.822	0.091	16.0640
1616588959.848	0.108	16.0930
1616588970.862	0.120	16.1000
1616588981.853	0.123	16.1300
1616588992.845	0.108	16.1460
1616589003.840	0.109	16.1680
1616589014.857	0.119	16.1920
1616589025.854	0.114	16.2010
1616589036.847	0.117	16.2390
1616589047.822	0.086	16.2420
1616589058.849	0.118	16.2710
1616589069.838	0.107	16.3030
1616589091.853	0.112	16.3440
1616589102.806	0.075	16.3490
1616589113.842	0.100	16.3680
1616589124.854	0.114	16.4090
1616589135.807	0.076	16.4010
1616589146.855	0.119	16.4460
1616589157.846	0.109	16.4550
1616589168.840	0.110	16.4700
1616589179.837	0.107	16.5150
1616589190.863	0.122	16.5070
1616589201.846	0.115	16.5410
1616589212.855	0.117	16.5640
1616589223.860	0.120	16.5640
1616589234.845	0.114	16.6150
1616589245.853	0.116	16.6120
1616589256.832	0.102	16.6430
1616589267.845	0.114	16.6670
1616589278.856	0.114	16.6700
1616589289.849	0.118	16.7100
1616589311.844	0.113	16.7350
1616589322.853	0.114	16.7700
1616589333.847	0.116	16.7630
1616589344.838	0.101	16.8050
1616589355.840	0.110	16.8230
1616589366.830	0.100	16.8260
1616589377.848	0.109	16.8810
1616589388.852	0.114	16.8720
1616589399.838	0.108	16.9010
1616589410.841	0.100	16.9280
1616589432.852	0.112	16.9700
1616589443.855	0.118	16.9770
1616589454.838	0.100	17.0000
1616589465.838	0.107	17.0240
1616589476.857	0.116	17.0310
1616589487.836	0.098	17.0630
1616589498.848	0.117	17.0730
1616589509.830	0.099	17.0900
1616589531.835	0.098	17.1220
1616589542.829	0.098	17.1640
1616589553.837	0.100	17.1760
1616589564.848	0.117	17.1800
1616589575.846	0.116	17.2330
1616589586.848	0.109	17.2190
1616589597.838	0.098	17.2560
1616589608.846	0.116	17.2790
1616589619.840	0.101	17.2740
1616589630.829	0.089	17.3230
1616589641.822	0.091	17.3260
1616589652.832	0.092	17.3430
1616589663.838	0.098	17.3770
1616589674.839	0.109	17.3790
1616589685.824	0.087	17.4100
1616589696.830	0.091	17.4220
1616589707.822	0.092	17.4410
1616589718.839	0.100	17.4680
1616589729.824	0.094	17.4730
1616589751.835	0.104	17.5230
1616589762.823	0.093	17.5320
1616589773.825	0.088	17.5720
1616589784.831	0.091	17.5670
1616589795.826	0.095	17.6040
1616589806.816	0.085	17.6180
1616589817.840	0.103	17.6250
1616589828.823	0.084	17.6650
1616589839.823	0.093	17.6640
1616589850.830	0.094	17.6900
1616589861.845	0.104	17.7220
1616589872.839	0.103	17.7180
1616589883.838	0.100	17.7620
1616589894.816	0.085	17.7660
1616589905.835	0.097	17.7860
1616589916.839	0.101	17.8180
1616589927.829	0.089	17.8150
1616589938.814	0.084	17.8550
1616589949.824	0.083	17.8620
1616589971.822	0.092	17.9110
1616589982.823	0.085	17.9120
1616589993.808	0.078	17.9470
1616590004.814	0.084	17.9510
1616590015.832	0.092	17.9760
1616590026.830	0.089	18.0050
1616590037.812	0.082	18.0070
1616590048.830	0.090	18.0390
1616590059.814	0.083	18.0480
1616590070.822	0.085	18.0640
1616590081.807	0.076	18.0970
1616590092.832	0.093	18.1010
1616590103.821	0.081	18.1290
1616590114.829	0.098	18.1460
1616590125.829	0.092	18.1580
1616590136.815	0.084	18.1920
1616590147.823	0.084	18.1900
1616590158.831	0.101	18.2270
1616590169.833	0.094	18.2350
1616590191.843	0.104	18.2920
1616590202.830	0.093	18.2790
1616590213.815	0.085	18.3150
1616590224.839	0.100	18.3390
1616590235.830	0.087	18.3320
1616590246.820	0.090	18.3860
1616590257.845	0.106	18.3790
1616590268.814	0.083	18.4040
1616590279.821	0.085	18.4360
1616590290.823	0.093	18.4250
1616590301.824	0.086	18.4730
1616590312.828	0.088	18.4790
1616590323.839	0.102	18.4860
1616590334.836	0.097	18.5310
1616590345.820	0.090	18.5200
1616590356.814	0.076	18.5630
1616590367.832	0.101	18.5640
1616590378.812	0.082	18.5810
1616590389.830	0.089	18.6180
1616590411.819	0.089	18.6540
1616590422.817	0.086	18.6580
1616590433.822	0.091	18.6650
1616590444.832	0.092	18.7110
1616590455.838	0.097	18.7010
1616590466.830	0.099	18.7310
1616590477.833	0.092	18.7590
1616590488.846	0.105	18.7480
1616590499.814	0.083	18.7960
1616590510.818	0.075	18.7970
1616590521.837	0.097	18.8090
1616590532.837	0.106	18.8560
1616590554.835	0.099	18.8780
1616590565.822	0.091	18.8990
1616590576.833	0.094	18.8950
1616590587.829	0.090	18.9360
1616590598.830	0.100	18.9450
1616590609.831	0.093	18.9500
1616590631.830	0.100	18.9870
1616590642.831	0.093	19.0180
1616590653.816	0.086	19.0340
1616590664.822	0.090	19.0360
1616590675.831	0.090	19.0780
1616590686.816	0.085	19.0760
1616590697.825	0.089	19.1000
1616590708.848	0.110	19.1250
1616590719.836	0.099	19.1290
1616590730.814	0.084	19.1560
1616590741.825	0.085	19.1730
1616590752.821	0.083	19.1800
1616590763.822	0.092	19.2120
1616590774.832	0.093	19.2150
1616590785.838	0.099	19.2450
1616590796.815	0.084	19.2580
1616590807.817	0.076	19.2640
1616590818.847	0.105	19.2970
1616590829.821	0.090	19.3010
1616590851.821	0.082	19.3490
1616590862.814	0.084	19.3480
1616590873.814	0.078	19.3940
1616590884.831	0.101	19.3820
1616590895.839	0.102	19.4130
1616590906.846	0.107	19.4360
1616590917.814	0.083	19.4300
1616590928.831	0.094	19.4810
1616590939.829	0.089	19.4750
1616590950.836	0.106	19.4920
1616590961.836	0.097	19.5290
1616590972.837	0.106	19.5210
1616590983.814	0.077	19.5570
1616590994.823	0.092	19.5690
1616591005.839	0.100	19.5810
1616591016.822	0.092	19.6110
1616591027.839	0.100	19.6100
1616591038.831	0.100	19.6390
1616591049.823	0.086	19.6600
1616591071.824	0.087	19.7000
1616591082.830	0.093	19.7020
1616591093.807	0.077	19.7180
1616591104.822	0.085	19.7510
1616591115.807	0.076	19.7380
1616591126.825	0.085	19.7830
1616591137.830	0.092	19.7920
1616591148.824	0.093	19.7960
1616591159.821	0.090	19.8340
1616591170.837	0.100	19.8280
1616591181.823	0.092	19.8630
1616591192.832	0.092	19.8780
1616591203.815	0.085	19.8780
1616591214.839	0.103	19.9200
1616591225.837	0.098	19.9190
1616591236.822	0.092	19.9430
1616591247.822	0.082	19.9650
1616591258.823	0.092	19.9630
1616591269.838	0.099	20.0020
1616591291.813	0.083	20.0220
1616591302.822	0.084	20.0500
1616591313.831	0.100	20.0450
1616591324.823	0.084	20.0810
1616591335.814	0.083	20.0910
1616591346.824	0.086	20.1000
1616591357.844	0.105	20.1380
1616591368.814	0.084	20.1310
1616591379.831	0.091	20.1600
1616591390.815	0.084	20.1800
1616591401.839	0.101	20.1860
1616591412.838	0.097	20.2130
1616591423.835	0.105	20.2210
1616591434.845	0.104	20.2380
1616591445.806	0.075	20.2620
1616591456.839	0.102	20.2680
1616591467.837	0.097	20.2970
1616591478.822	0.091	20.3060
1616591489.840	0.100	20.3200
1616591511.832	0.094	20.3500
1616591522.837	0.098	20.3760
1616591533.821	0.091	20.3860
1616591544.821	0.085	20.4010
1616591555.823	0.092	20.4300
1616591566.822	0.084	20.4250
1616591577.821	0.090	20.4630
1616591588.836	0.099	20.4670
1616591599.829	0.098	20.4850
1616591610.852	0.115	20.5170
1616591621.822	0.092	20.5090
1616591632.822	0.083	20.5450
1616591643.831	0.100	20.5550
1616591654.823	0.084	20.5630
1616591665.815	0.084	20.5920
1616591676.840	0.102	20.5970
1616591687.843	0.105	20.6190
1616591698.839	0.101	20.6310
1616591709.845	0.103	20.6480
1616591731.822	0.083	20.6810
1616591742.823	0.092	20.6970
1616591753.822	0.085	20.7090
1616591764.839	0.109	20.7280
1616591775.815	0.079	20.7440
1616591786.845	0.106	20.7580
1616591797.838	0.106	20.7820
1616591808.814	0.077	20.7850
1616591819.816	0.085	20.8080
1616591830.829	0.099	20.8260
1616591841.840	0.097	20.8370
1616591852.823	0.092	20.8590
1616591863.831	0.094	20.8690
1616591874.829	0.089	20.8880
1616591885.813	0.082	20.9120
1616591896.830	0.091	20.9120
1616591907.831	0.101	20.9460
1616591918.814	0.077	20.9460
1616591929.809	0.077	20.9660
1616591951.831	0.101	20.9870
1616591962.831	0.094	21.0220
1616591973.843	0.104	21.0300
1616591984.832	0.093	21.0470
1616591995.835	0.096	21.0740
1616592006.824	0.087	21.0670
1616592017.822	0.084	21.1100
1616592028.831	0.100	21.1070
1616592039.847	0.109	21.1230
1616592050.860	0.121	21.1540
1616592061.820	0.090	21.1460
1616592072.852	0.114	21.1770
1616592083.822	0.091	21.1990
1616592094.840	0.100	21.1900
1616592105.824	0.093	21.2400
1616592116.819	0.089	21.2300
1616592127.840	0.109	21.2500
1616592138.831	0.094	21.2860
1616592149.853	0.114	21.2720
1616592171.841	0.110	21.3140
1616592182.822	0.091	21.3250
1616592193.847	0.107	21.3660
1616592204.846	0.115	21.3520
1616592215.821	0.084	21.3910
1616592226.822	0.091	21.3960
1616592237.847	0.106	21.4050
1616592248.815	0.084	21.4340
1616592259.839	0.101	21.4440
1616592270.844	0.104	21.4580
1616592281.847	0.110	21.4770
1616592292.851	0.114	21.4790
1616592303.813	0.083	21.5070
1616592314.844	0.105	21.5170
1616592325.839	0.107	21.5260
1616592336.821	0.084	21.5610
1616592347.840	0.108	21.5530
1616592358.839	0.101	21.5860
1616592369.836	0.096	21.5980
1616592391.845	0.107	21.6400
1616592402.845	0.114	21.6340
1616592413.837	0.100	21.6550
1616592424.815	0.084	21.6780
1616592435.831	0.093	21.6750
1616592446.832	0.101	21.7140
1616592457.832	0.095	21.7110
1616592468.846	0.107	21.7290
1616592479.806	0.076	21.7600
1616592490.832	0.093	21.7530
1616592501.835	0.096	21.7870
1616592512.832	0.095	21.7970
1616592523.852	0.114	21.8000
1616592534.830	0.100	21.8360
1616592545.832	0.092	21.8260
1616592556.832	0.101	21.8600
1616592567.854	0.118	21.8710
1616592578.852	0.113	21.8720
1616592589.830	0.099	21.9170
1616592611.858	0.121	21.9320
1616592622.838	0.102	21.9530
1616592633.844	0.104	21.9420
1616592644.846	0.110	21.9910
1616592655.829	0.090	21.9860
1616592666.845	0.115	22.0040
1616592677.829	0.089	22.0330
1616592688.845	0.114	22.0210
1616592699.846	0.105	22.0620
1616592710.831	0.099	22.0730
1616592721.823	0.086	22.0670
1616592732.830	0.089	22.1150
1616592743.822	0.091	22.1000
1616592754.837	0.100	22.1270
1616592765.816	0.085	22.1500
1616592776.830	0.093	22.1400
1616592787.840	0.110	22.1840
1616592798.837	0.106	22.1840
1616592809.836	0.098	22.1920
1616592831.834	0.104	22.2150
1616592842.822	0.091	22.2580
1616592853.853	0.113	22.2530
1616592864.837	0.105	22.2650
1616592875.836	0.097	22.3020
1616592886.838	0.107	22.2910
1616592897.817	0.076	22.3230
1616592908.829	0.089	22.3370
1616592919.828	0.097	22.3350
1616592930.852	0.114	22.3760
1616592941.837	0.106	22.3660
1616592952.852	0.115	22.3930
1616592963.821	0.090	22.4130
1616592974.838	0.100	22.4110
1616592985.823	0.092	22.4460
1616592996.848	0.109	22.4420
1616593007.824	0.086	22.4650
1616593018.846	0.106	22.4850
1616593029.837	0.107	22.4790
1616593051.844	0.104	22.5200
1616593062.831	0.095	22.5240
1616593073.844	0.106	22.5590
1616593084.824	0.093	22.5530
1616593095.838	0.106	22.5890
1616593106.855	0.113	22.5910
1616593117.839	0.108	22.5940
1616593128.839	0.101	22.6360
1616593139.836	0.096	22.6230
1616593150.841	0.103	22.6490
1616593161.831	0.090	22.6740
1616593172.823	0.092	22.6600
1616593183.838	0.101	22.7030
1616593194.839	0.108	22.7090
1616593205.814	0.076	22.7120
1616593216.821	0.090	22.7440
1616593227.822	0.084	22.7470
1616593238.839	0.108	22.7660
1616593249.838	0.101	22.7800
1616593271.836	0.107	22.8130
1616593282.828	0.092	22.8230
1616593293.837	0.106	22.8310
1616593304.828	0.091	22.8600
1616593315.830	0.099	22.8560
1616593326.846	0.106	22.8900
1616593337.821	0.091	22.8940
1616593348.838	0.098	22.9000
1616593359.823	0.092	22.9340
1616593370.823	0.085	22.9260
1616593381.837	0.096	22.9590
1616593392.860	0.129	22.9640
1616593403.834	0.098	22.9760
1616593414.839	0.102	23.0040
1616593425.837	0.096	23.0050
1616593436.830	0.098	23.0280
1616593447.862	0.122	23.0360
1616593458.855	0.125	23.0520
1616593469.827	0.096	23.0720
1616593491.826	0.096	23.0980
1616593502.856	0.127	23.1110
1616593513.875	0.145	23.1170
1616593524.859	0.120	23.1490
1616593535.829	0.092	23.1430
1616593546.853	0.123	23.1720
1616593557.829	0.091	23.1870
1616593568.877	0.146	23.1800
1616593579.879	0.137	23.2200
1616593590.815	0.084	23.2190
1616593601.822	0.085	23.2350
1616593612.822	0.091	23.2610
1616593623.873	0.132	23.2470
1616593634.828	0.089	23.2960
1616593645.848	0.110	23.2960
1616593656.875	0.138	23.2950
1616593667.819	0.088	23.3380
1616593678.871	0.141	23.3230
1616593689.844	0.114	23.3550
1616593711.817	0.080	23.3610
1616593722.894	0.153	23.4050
1616593733.838	0.107	23.3970
1616593744.870	0.130	23.4140
1616593755.879	0.148	23.4470
1616593766.844	0.113	23.4340
1616593777.869	0.129	23.4780
1616593788.838	0.107	23.4750
1616593799.822	0.085	23.4820
1616593810.840	0.108	23.5130
1616593821.864	0.126	23.5070
1616593832.887	0.144	23.5300
1616593843.840	0.109	23.5450
1616593854.871	0.141	23.5440
1616593865.875	0.144	23.5790
1616593876.883	0.143	23.5760
1616593887.887	0.149	23.5850
1616593898.874	0.137	23.6160
1616593909.835	0.104	23.6050
1616593920.879	0.148	23.6290
1616593931.877	0.147	23.6380
1616593942.883	0.146	23.6360
1616593953.877	0.146	23.6670
1616593964.862	0.124	23.6590
1616593975.871	0.141	23.6800
1616593986.875	0.145	23.6920
1616593997.883	0.144	23.6870
1616594008.901	0.170	23.7100
1616594019.878	0.140	23.7140
1616594030.876	0.136	23.7250
1616594052.854	0.124	23.7400
1616594063.881	0.141	23.7560
1616594074.870	0.129	23.7630
1616594085.863	0.132	23.7680
1616594096.868	0.138	23.7830
1616594107.878	0.136	23.7840
1616594118.868	0.138	23.7910
1616594129.877	0.140	23.8060
1616594140.855	0.125	23.8060
1616594151.884	0.153	23.8230
1616594162.867	0.130	23.8230
1616594173.861	0.131	23.8290
1616594184.845	0.108	23.8470
1616594195.886	0.155	23.8340
1616594206.869	0.132	23.8640
1616594217.853	0.123	23.8580
1616594228.871	0.133	23.8620
1616594239.883	0.145	23.8830
1616594250.885	0.154	23.8680
1616594272.858	0.121	23.8940
1616594283.887	0.149	23.8920
1616594294.892	0.153	23.9170
1616594305.835	0.105	23.9040
1616594316.839	0.108	23.9130
1616594327.864	0.127	23.9300
1616594338.852	0.113	23.9200
1616594349.884	0.154	23.9360
1616594360.883	0.147	23.9400
1616594371.853	0.123	23.9380
1616594382.853	0.116	23.9530
1616594393.846	0.116	23.9580
1616594404.839	0.101	23.9500
1616594415.884	0.144	23.9700
1616594426.854	0.123	23.9610
1616594437.856	0.119	23.9710
1616594448.886	0.145	23.9800
1616594459.847	0.116	23.9700
1616594470.855	0.118	23.9870
1616594481.845	0.107	23.9940
1616594492.871	0.140	23.9800
1616594503.852	0.121	24.0070
1616594514.843	0.105	24.0020
1616594525.846	0.110	23.9980
1616594536.853	0.114	24.0220
1616594547.862	0.132	24.0070
1616594558.870	0.132	24.0180
1616594569.876	0.135	24.0280
1616594580.869	0.138	24.0120
1616594591.878	0.139	24.0380
1616594602.838	0.108	24.0300
1616594613.848	0.109	24.0260
1616594624.869	0.129	24.0500
1616594635.862	0.132	24.0340
1616594646.847	0.110	24.0470
1616594657.845	0.105	24.0500
1616594668.870	0.139	24.0440
1616594679.838	0.100	24.0610
1616594690.839	0.108	24.0450
1616594712.837	0.098	24.0650
1616594723.854	0.123	24.0580
1616594734.862	0.123	24.0760
1616594745.832	0.101	24.0610
1616594756.865	0.127	24.0730
1616594767.839	0.099	24.0820
1616594778.855	0.125	24.0680
1616594789.837	0.107	24.0830
1616594800.861	0.124	24.0860
1616594811.839	0.108	24.0780
1616594822.832	0.094	24.0890
1616594833.860	0.122	24.0890
1616594844.860	0.129	24.0880
1616594855.836	0.098	24.0930
1616594866.829	0.099	24.0940
1616594877.829	0.093	24.0950
1616594888.824	0.093	24.1000
1616594899.879	0.143	24.1020
1616594910.862	0.121	24.1010
1616594932.850	0.120	24.1100
1616594943.878	0.147	24.1050
1616594954.846	0.108	24.1210
1616594965.847	0.116	24.1100
1616594976.848	0.110	24.1170
1616594987.845	0.109	24.1280
1616594998.847	0.117	24.1100
1616595009.856	0.120	24.1320
1616595020.872	0.132	24.1180
1616595031.852	0.114	24.1290
1616595042.862	0.133	24.1320
1616595053.842	0.112	24.1230
1616595064.822	0.092	24.1370
1616595075.846	0.108	24.1260
1616595086.838	0.108	24.1360
1616595097.847	0.109	24.1380
1616595108.868	0.128	24.1320
1616595119.837	0.106	24.1450
1616595130.845	0.107	24.1400
1616595141.862	0.132	24.1370
1616595152.839	0.101	24.1480
1616595163.870	0.130	24.1330
1616595174.840	0.108	24.1500
1616595185.841	0.104	24.1490
1616595196.864	0.124	24.1370
1616595207.861	0.122	24.1620
1616595218.855	0.124	24.1460
1616595229.855	0.118	24.1500
1616595240.861	0.123	24.1590
1616595251.854	0.123	24.1480
1616595262.862	0.123	24.1600
1616595273.808	0.077	24.1570
1616595284.874	0.135	24.1550
1616595295.854	0.116	24.1630
1616595306.806	0.077	24.1560
1616595317.864	0.125	24.1580
1616595328.876	0.139	24.1640
1616595339.829	0.098	24.1590
1616595350.870	0.132	24.1590
1616595361.852	0.112	24.1670
1616595372.864	0.127	24.1640
1616595383.863	0.122	24.1640
1616595394.853	0.122	24.1630
1616595405.839	0.097	24.1610
1616595416.854	0.123	24.1670
1616595427.846	0.107	24.1670
1616595438.846	0.116	24.1680
1616595449.862	0.124	24.1670
1616595460.839	0.109	24.1760
1616595471.856	0.119	24.1650
1616595482.846	0.109	24.1800
1616595493.847	0.116	24.1700
1616595504.856	0.117	24.1740
1616595515.860	0.122	24.1830
1616595526.844	0.114	24.1650
1616595537.861	0.121	24.1830
1616595548.854	0.123	24.1740
1616595559.855	0.116	24.1740
1616595570.860	0.120	24.1910
1616595581.835	0.105	24.1670
1616595592.846	0.105	24.1880
1616595603.845	0.115	24.1790
1616595614.854	0.114	24.1700
1616595625.854	0.124	24.1950
1616595636.854	0.118	24.1690
1616595647.845	0.107	24.1900
1616595658.846	0.116	24.1870
1616595669.846	0.108	24.1720
1616595680.847	0.117	24.2000
1616595691.844	0.114	24.1810
1616595702.837	0.100	24.1770
1616595713.831	0.100	24.2010
1616595724.848	0.110	24.1760
1616595735.837	0.100	24.1900
1616595746.830	0.100	24.1970
1616595757.848	0.110	24.1780
1616595768.830	0.093	24.1990
1616595779.848	0.117	24.1870
1616595790.836	0.106	24.1850
1616595801.854	0.116	24.1970
1616595812.831	0.100	24.1780
1616595823.832	0.094	24.2000
1616595834.853	0.115	24.1910
1616595845.822	0.091	24.1880
1616595856.839	0.100	24.2010
1616595867.837	0.098	24.1830
1616595878.828	0.097	24.1880
1616595889.853	0.114	24.2040
1616595900.829	0.099	24.1780
1616595911.840	0.099	24.2030
1616595922.823	0.092	24.1950
1616595933.832	0.094	24.1840
1616595944.831	0.088	24.2020
1616595955.839	0.108	24.1920
1616595966.849	0.111	24.1900
1616595977.839	0.099	24.2060
1616595988.831	0.099	24.1860
